recipe_id,recipe_name,location
2811579,"Sweet potato, sage & feta tart",Israel
2813021,Tahini & chocolate marmar cake,Israel
2813012,Tangy bulghur wheat bake with roasted onions,Israel
2799242,TV fries,
2866117,50/50 Bolognese,Italy
2799440,After dinner chocolate tart,
1245335,Beetroot and carrot fritters with dill and yogurt sauce,
2810326,"Butternut, harissa & coconut soup",Israel
2799283,Charred red pepper sauce with omelette noodles,
2866147,Chickpea & squash casserole,
2811536,"Chorizo, potato, corn, tomato & onion bake",Israel
2865603,Comforting rosy rice,
652165,Curried bubble and squeak,United Kingdom
2811586,"Golden pepper, cheese & courgette kuku",Iran
769368,Gorgonzola and pear risotto with rosemary and toasted walnuts,
2799096,Miso butter butternut gnocchi,Italy
2865861,Spaghetti frittata,Italy
1856139,Sticky fig pudding with salted caramel and coconut topping,
2866515,Toffee apple buns,
2866023,50/50 meatballs,
2811558,Ash-e-reshteh,Iran
2799419,Black pepper pork steaks with pineapple and peppers,
2811572,"Broccoli with ginger, lime, garlic & tomato",Israel
2865600,Buddy‘s pasta bake,
2799384,Chard rotolo,Italy
2799233,Charred gem lettuce two ways: tuna crema,
2811574,Cheat’s dhal,India
2858475,Cheesy curried butter beans on toast with pickled onion,
2799265,Chicken with pineapple and 'nduja,
2865596,Crazy-paving cannelloni,
2858479,Green minestrone with cheat’s preserved lemon,Italy
2865620,Hodgepodge soup,
2813015,Orange & dark chocolate rubble cake,Israel
2865911,Pepper & chickpea [salmon in a bag],
2811582,Pomegranate & harissa-roasted aubergine,Israel
2865574,Smoked salmon pasta,
2812934,Spiced coconut chickpeas,Israel
2813010,Spiced orzo polow,Israel
2865599,Sumptuous squash soup,
2812940,"Za‘atar, leek, potato & Gruyère frittata",Israel
2870611,Butternut crunch pie with pickled chillies,
2870656,Chaya’s dal pita with grilled tomato salsa,Mauritius
2870610,Couscous kosheri with daqa,Egypt
2799079,"Giant cheese on toast with spring onion, honey and Urfa butter",
2799387,Giant mushroom and sesame roll with salsa verde,
2799084,Limey cucumber salad with charred spring onion salsa,
2799070,Mango and cheese salad with jalapeño and lime,
2799435,Miso caramel ice cream bomba,Asia
2799435,Miso caramel ice cream bomba,Italy
2799395,Moqueca fish pie,Brazil
2799395,Moqueca fish pie,United Kingdom
2865630,Poached chicken soup,
2870658,Potato slab pie with salsa verde,
2865854,Tasty veggie tortilla,Spain
2870686,"Chocolate, orange, and pistachio buns (aka V’s fabulous buns)",
2870674,"Fried tagliatelle, chickpeas, and smoky tomato oil",
2858493,Spicy rotisserie chicken bake with blue cheese dressing,
2870626,Tattie scones with fennel and sausage gravy,Scotland
2870666,"Baked polenta with feta, béchamel, and za’atar tomatoes",
2870625,Black beans and rice with jammy peppers,
2870675,Caramelized fennel with orzo and saffron water,
2858486,Double lemon chicken with cheat’s preserved lemon,China
1865609,Egg tortilla pie,Mexico
2865862,Pick-me-up chilli fried eggs,
2870671,"Roasted hake with fenugreek onions and herby, yogurty peas",
2870643,Root vegetables and harissa chickpeas with dukkah,
2865579,Stracci primavera,Italy
377455,Sweet and spicy beef and pork pie,
1865613,Tomato and fried bread hash,
1866190,White miso hummus,Israel
2870677,Charred green pepper and bulgur pilaf with parsley oil,Israel
2870679,Pistachio macaron cake with elderflower apricots,
1716075,"7-veg tomato sauce, packed with hidden goodness",
769360,Arugula risotto with basil and lemon,
769258,Basil-flavored zucchini and Comté muffins,
769287,Beet and quinoa tabouli,Israel
377474,Blueberry crumble muffins,
377457,Brioche,France
377456,"Butternut, carrot and goat's cheese tartlets",
377407,Camargue red rice and quinoa with orange and pistachios,Italy
769299,"Caramelized cherry tomato, zucchini, and goat cheese clafoutis",France
769269,Carrot and red lentil soup with coconut milk,
377484,Champagne chocolates,
769251,Cherry tomato tartlets Tatin,France
377411,Chickpeas and spinach with honeyed sweet potato,Italy
377417,Chilled red pepper soup with soured cream,Italy
1415986,Chocolate chip petticoat tails,Scotland
769257,Chocolate crèpes,
377494,Chocolate macaroons,
769832,Chocolate tahini cookies,
769271,Cold honeydew and cucumber soup with its colorful skewers,
769290,Coriander-flavored carrot and zucchini tartlets with Manchego cheese,
769301,Cumin and parsley-flavored cheese gougères,France
377404,Danielle's sweet potato gratin,
769313,"Eggplant, lamb, and winter squash crumble",
769285,"Fingerling potato salad with peas, radishes, and quail eggs",
377488,Granola bars,
769351,"Hachis Parmentier with chicken, lime, and coriander",France
377412,Kosheri,Egypt
377471,Lemon and blueberry teacakes,
769348,Lemon and honey-flavored chicken with zebra tomatoes and haricots verts,
769247,Nutty maple and vanilla granola with homemade dried fruit,
377470,Peach and raspberry teacakes,
377458,"'Pizza' with feta, tomato and olives",
377487,Raspberry and oat bars,
769814,"Raspberry, lime, and coconut milk creams",
377414,Red lentil and chard soup,Italy
769699,Rice pudding with strawberries stewed in lemongrass and lime,
377434,"Roast chicken with saffron, hazelnuts and honey",Israel
377433,"Roast chicken with sumac, za'atar and lemon",Israel
769346,Salmon and watercress quiche,
769361,Salmon with an exotic spiced carrot sauce,
769300,"Spicy spaghetti with wilted arugula, lime, basil, and prosciutto",
769260,Sweet potato and carrot pancakes,
769309,Three root vegetable gratin dauphinois,France
769834,"White chocolate, oat, and cranberries cookies with fleur de sel",
2023128,5-spice peach and raspberry salad,
1855782,Apricot and almond cake with cinnamon topping,
1715016,"Baked tarka daal, cauliflower, split peas & chapatti",India
2175183,Banana bread with toasted coconut,
1855727,"Beetroot, ginger and soured cream cake",
1715805,"Black bean soup, poached eggs, salsa & tortillas",
2023448,"Blueberry, almond and lemon cake",
2159767,Cardamom pear plait,
1714335,"Cheat's pea soup, smoky ham, pasta, mint & feta",
1715299,"Chicken & chorizo bake, peppers, sweet potatoes & spuds",
1714994,"Chicken jalfrezi, blackened peppers & tomato rice",India
1855617,Chocolate chip and pecan cookies,
1855619,"Chocolate, banana and pecan cookies",
1365093,Creamy chicken and fig curry (Anjeer murghi),India
1714347,"Creamy chopped salad, grapes, tarragon, chicken & croutons",
2023126,Cucumber and lamb's lettuce salad,
1415839,Dorset apple cake,United Kingdom
2159893,Forest fruits strawberry mousse cakes,
2023125,Gem lettuce with fridge-raid dressing,
1855621,Gevulde speculaas,Netherlands
1343031,Gözleme,Turkey
1415899,Ham and goat's cheese couronne,United Kingdom
1415868,Homity pie,United Kingdom
1716076,Korma curry paste,India
1855792,Louise cake with plum and coconut,New Zealand
2159389,Mexican wedding cookies,Mexico
1525005,"My tasty energy balls, date, cocoa & pumpkin seed",
2205579,My yiayia Maroulla’s egg and chips (Patates me avga),Cyprus
1714239,"Pasta pesto, green beans, broccoli & asparagus",
2478082,"Pea, mint & preserved lemon filo tart",
1855784,Pistachio roulade with raspberries and white chocolate,
1716068,"Proper chicken nuggets, sweet paprika & Parmesan crumb",
1353517,Rice noodles with spring onions and soy beans,
2159987,Roast vegetable and cashew pie,
1856080,Roasted strawberry and lime cheesecake,
1715795,"Sausage pasta, broccoli, chilli & sweet tomatoes",
928897,Shakshuka,Israel
2180461,Silky omelette baguette,
1714424,"Smoky veggie chilli, sweet gem & cheesy jacket spuds",Chile
1715797,"Spaghetti cake, sweet aubergine & tomato",
2023458,Spiced apple cake,
1531882,Spiced parsnip and spinach soup,
1715796,"Spinach pici pasta, baby courgettes, tomatoes & pine nuts",
1855665,Strawberry and vanilla mini-cakes,
1714173,Super choc breakfast smoothie,
1714175,Super green breakfast smoothie,
1714681,"Super tuna pasta salad, feta & crispy cayenne crumbs",
1714344,"Sweet & sour stir-fry, loadsa sprouts, pineapple & noodles",
1715000,"Veggie Gurkha curry, aubergine, sweet potatoes & chickpeas",India
1415829,Wholemeal seeded loaf,United Kingdom
